2006-4-1;2.75 ;3.18 ;2.00 ;0.00 ;0.00 ;0.00 ;0.00 ;2.00 ;0.00 ;0.00 
2006-5-1;3.00 ;3.40 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2006-6-1;2.00 ;3.13 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2006-7-1;2.57 ;3.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2006-8-1;3.45 ;3.52 ;0.00 ;1.00 ;0.00 ;0.00 ;3.00 ;0.00 ;0.00 ;0.00 
2006-9-1;3.80 ;3.53 ;0.00 ;0.00 ;0.00 ;4.00 ;0.00 ;0.00 ;0.00 ;0.00 
2006-10-1;3.54 ;3.64 ;3.00 ;0.00 ;0.00 ;4.00 ;0.00 ;3.00 ;0.00 ;0.00 
2006-11-1;3.46 ;3.65 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2006-12-1;3.67 ;3.26 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2007-1-1;3.00 ;3.25 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2007-2-1;3.30 ;3.36 ;3.50 ;0.00 ;0.00 ;3.00 ;0.00 ;3.50 ;0.00 ;0.00 
2007-3-1;3.30 ;3.42 ;0.00 ;0.00 ;0.00 ;4.00 ;0.00 ;0.00 ;0.00 ;0.00 
2007-4-1;3.00 ;3.15 ;4.00 ;0.00 ;0.00 ;4.00 ;0.00 ;4.00 ;3.00 ;0.00 
2007-5-1;3.36 ;3.39 ;0.00 ;0.00 ;0.00 ;4.00 ;0.00 ;0.00 ;2.00 ;0.00 
2007-6-1;3.45 ;3.46 ;3.50 ;0.00 ;0.00 ;4.00 ;0.00 ;3.00 ;0.00 ;0.00 
2007-7-1;3.00 ;3.35 ;2.50 ;0.00 ;0.00 ;3.00 ;0.00 ;2.50 ;0.00 ;0.00 
2007-8-1;3.42 ;3.30 ;0.00 ;0.00 ;0.00 ;2.00 ;0.00 ;0.00 ;0.00 ;4.00 
2007-9-1;3.18 ;3.21 ;0.00 ;0.00 ;0.00 ;3.00 ;3.50 ;0.00 ;3.00 ;0.00 
2007-10-1;3.60 ;3.31 ;0.00 ;0.00 ;0.00 ;4.00 ;0.00 ;0.00 ;0.00 ;0.00 
2007-11-1;3.43 ;3.38 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;4.00 
2007-12-1;3.52 ;3.29 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2008-1-1;2.90 ;3.12 ;0.00 ;0.00 ;0.00 ;4.00 ;0.00 ;0.00 ;0.00 ;0.00 
2008-2-1;2.67 ;3.40 ;0.00 ;0.00 ;4.00 ;4.00 ;3.00 ;0.00 ;4.00 ;0.00 
2008-3-1;3.25 ;3.35 ;0.00 ;0.00 ;0.00 ;4.00 ;0.00 ;0.00 ;0.00 ;0.00 
2008-4-1;3.71 ;3.45 ;2.67 ;0.00 ;0.00 ;0.00 ;3.33 ;3.00 ;0.00 ;0.00 
2008-5-1;3.25 ;3.34 ;3.00 ;2.75 ;3.00 ;2.50 ;3.75 ;3.33 ;0.00 ;3.00 
2008-6-1;3.39 ;3.40 ;4.00 ;4.00 ;4.00 ;4.00 ;3.45 ;3.80 ;3.00 ;3.33 
2008-7-1;3.29 ;3.30 ;3.00 ;3.00 ;3.60 ;3.45 ;3.58 ;2.75 ;4.00 ;4.00 
2008-8-1;3.66 ;3.47 ;0.00 ;0.00 ;3.00 ;3.40 ;4.00 ;5.00 ;4.00 ;0.00 
2008-9-1;3.49 ;3.36 ;4.00 ;2.00 ;0.00 ;3.00 ;3.71 ;3.00 ;3.50 ;2.50 
2008-10-1;3.58 ;3.45 ;3.33 ;3.50 ;4.00 ;4.00 ;3.75 ;3.00 ;3.33 ;5.00 
2008-11-1;3.26 ;3.33 ;2.00 ;0.00 ;4.00 ;3.71 ;3.33 ;3.00 ;3.00 ;0.00 
2008-12-1;3.34 ;3.32 ;3.00 ;3.43 ;0.00 ;3.00 ;3.38 ;3.20 ;0.00 ;3.43 
2009-1-1;3.06 ;3.33 ;3.00 ;2.00 ;0.00 ;2.80 ;3.64 ;3.25 ;3.00 ;3.50 
2009-2-1;3.28 ;3.36 ;3.00 ;3.00 ;0.00 ;3.88 ;3.67 ;3.00 ;0.00 ;0.00 
2009-3-1;3.48 ;3.31 ;2.00 ;0.00 ;3.00 ;3.60 ;3.54 ;3.40 ;5.00 ;0.00 
2009-4-1;3.47 ;3.39 ;1.00 ;4.00 ;0.00 ;0.00 ;4.00 ;3.00 ;3.00 ;4.00 
2009-5-1;3.41 ;3.28 ;2.50 ;2.33 ;4.00 ;3.80 ;3.20 ;2.75 ;0.00 ;3.00 
2009-6-1;3.52 ;3.41 ;0.00 ;3.00 ;0.00 ;3.67 ;2.83 ;0.00 ;2.33 ;3.50 
2009-7-1;3.32 ;3.28 ;3.00 ;3.00 ;3.00 ;3.63 ;3.50 ;3.29 ;0.00 ;0.00 
2009-8-1;3.63 ;3.49 ;4.00 ;2.50 ;0.00 ;3.20 ;4.00 ;4.00 ;3.00 ;0.00 
2009-9-1;3.33 ;3.47 ;3.00 ;4.00 ;0.00 ;3.77 ;3.27 ;2.75 ;0.00 ;3.50 
2009-10-1;3.11 ;3.40 ;4.00 ;3.60 ;0.00 ;3.40 ;3.79 ;4.00 ;3.00 ;2.67 
2009-11-1;3.48 ;3.37 ;0.00 ;3.25 ;3.00 ;3.09 ;3.44 ;3.75 ;5.00 ;4.00 
2009-12-1;3.25 ;3.36 ;0.00 ;2.75 ;4.00 ;3.46 ;3.50 ;3.14 ;3.83 ;3.10 
2010-1-1;3.53 ;3.41 ;4.00 ;3.80 ;3.50 ;3.46 ;3.51 ;3.89 ;3.80 ;3.22 
2010-2-1;3.50 ;3.45 ;2.50 ;3.75 ;3.00 ;3.22 ;3.45 ;2.00 ;0.00 ;3.50 
2010-3-1;3.54 ;3.35 ;4.00 ;3.73 ;3.50 ;3.26 ;3.46 ;3.30 ;5.00 ;3.25 
2010-4-1;3.19 ;3.36 ;3.50 ;3.20 ;3.60 ;3.32 ;3.49 ;3.23 ;4.00 ;3.30 
2010-5-1;3.38 ;3.50 ;4.00 ;3.86 ;3.00 ;3.56 ;3.50 ;3.36 ;3.50 ;3.33 
2010-6-1;3.33 ;3.38 ;2.33 ;3.60 ;4.50 ;3.70 ;3.60 ;3.46 ;3.50 ;2.71 
2010-7-1;3.15 ;3.27 ;3.00 ;3.57 ;4.00 ;3.76 ;3.74 ;3.59 ;3.80 ;2.86 
2010-8-1;3.53 ;3.44 ;4.00 ;3.38 ;3.50 ;3.59 ;3.76 ;3.84 ;3.50 ;3.67 
2010-9-1;3.13 ;3.36 ;4.00 ;3.68 ;4.00 ;3.56 ;3.57 ;3.67 ;3.22 ;2.67 
2010-10-1;3.31 ;3.45 ;3.00 ;3.38 ;4.00 ;3.58 ;3.37 ;3.33 ;3.50 ;4.00 
2010-11-1;3.42 ;3.44 ;3.00 ;3.33 ;3.25 ;3.65 ;3.42 ;3.58 ;3.60 ;3.80 
2010-12-1;3.60 ;3.43 ;4.00 ;3.60 ;4.00 ;3.27 ;3.61 ;3.45 ;3.40 ;3.38 
2011-1-1;3.21 ;3.35 ;3.00 ;3.33 ;3.75 ;3.38 ;3.52 ;3.46 ;3.20 ;2.89 
2011-2-1;3.26 ;3.37 ;3.00 ;3.33 ;4.00 ;3.43 ;3.41 ;3.17 ;3.75 ;4.00 
2011-3-1;3.42 ;3.43 ;3.67 ;3.48 ;3.56 ;3.52 ;3.54 ;3.47 ;3.20 ;3.67 
2011-4-1;3.38 ;3.44 ;2.50 ;3.23 ;3.63 ;3.32 ;3.59 ;3.43 ;3.83 ;3.09 
2011-5-1;3.52 ;3.37 ;1.00 ;3.18 ;3.00 ;3.63 ;3.58 ;2.69 ;3.78 ;3.37 
2011-6-1;3.24 ;3.46 ;4.00 ;2.92 ;3.80 ;3.40 ;3.71 ;3.05 ;3.50 ;3.50 
2011-7-1;3.41 ;3.30 ;2.00 ;3.16 ;3.73 ;3.54 ;3.88 ;3.13 ;3.44 ;2.67 
2011-8-1;3.30 ;3.29 ;0.00 ;2.90 ;3.00 ;3.32 ;3.30 ;3.78 ;2.33 ;3.50 
2011-9-1;3.15 ;3.33 ;3.25 ;3.00 ;3.67 ;3.32 ;3.64 ;3.53 ;2.89 ;3.00 
2011-10-1;3.21 ;3.37 ;3.20 ;3.88 ;1.00 ;3.53 ;3.67 ;2.38 ;0.00 ;3.57 
2011-11-1;3.51 ;3.40 ;3.75 ;3.49 ;0.00 ;3.19 ;3.57 ;3.60 ;3.00 ;4.00 
2011-12-1;3.58 ;3.41 ;4.00 ;3.35 ;4.00 ;3.22 ;3.54 ;3.64 ;3.00 ;3.50 
2012-1-1;2.97 ;3.21 ;1.00 ;3.13 ;0.00 ;3.85 ;3.81 ;3.59 ;0.00 ;2.67 
2012-2-1;3.56 ;3.35 ;4.00 ;3.27 ;4.00 ;3.61 ;3.62 ;3.33 ;3.33 ;3.31 
2012-3-1;3.39 ;3.32 ;3.67 ;3.21 ;3.29 ;3.33 ;3.70 ;3.07 ;3.20 ;3.40 
2012-4-1;3.32 ;3.36 ;3.50 ;3.33 ;4.00 ;3.62 ;3.26 ;3.47 ;3.61 ;3.10 
2012-5-1;3.43 ;3.23 ;0.00 ;2.82 ;3.67 ;3.16 ;3.12 ;3.07 ;3.67 ;3.33 
2012-6-1;3.35 ;3.32 ;0.00 ;3.50 ;4.00 ;3.10 ;3.25 ;3.31 ;2.00 ;3.10 
2012-7-1;3.19 ;3.33 ;3.00 ;3.13 ;3.00 ;2.95 ;3.50 ;3.56 ;2.73 ;3.43 
2012-8-1;3.42 ;3.31 ;3.17 ;3.78 ;3.00 ;3.50 ;3.41 ;3.64 ;3.77 ;2.74 
2012-9-1;3.30 ;3.28 ;3.00 ;3.07 ;3.25 ;3.41 ;3.62 ;3.61 ;3.60 ;2.91 
2012-10-1;3.20 ;3.46 ;3.00 ;3.58 ;4.00 ;3.38 ;3.71 ;3.12 ;3.94 ;4.00 
2012-11-1;3.64 ;3.46 ;2.50 ;3.56 ;3.50 ;3.16 ;3.47 ;3.18 ;3.92 ;3.22 
2012-12-1;3.45 ;3.35 ;2.60 ;3.83 ;3.40 ;3.02 ;3.50 ;2.56 ;3.85 ;3.44 
2013-1-1;3.18 ;3.25 ;3.50 ;2.92 ;3.40 ;3.33 ;3.56 ;3.29 ;3.33 ;2.43 
2013-2-1;3.01 ;3.30 ;3.33 ;3.63 ;3.50 ;3.12 ;3.42 ;3.44 ;3.67 ;3.50 
2013-3-1;3.50 ;3.43 ;2.57 ;3.00 ;3.50 ;3.49 ;3.69 ;3.26 ;3.33 ;3.13 
2013-4-1;3.53 ;3.46 ;2.88 ;3.72 ;4.00 ;3.64 ;3.76 ;3.22 ;3.85 ;3.38 
2013-5-1;3.48 ;3.41 ;3.20 ;3.12 ;4.00 ;3.50 ;3.84 ;3.36 ;3.64 ;3.25 
2013-6-1;3.13 ;3.38 ;3.00 ;3.48 ;3.89 ;3.72 ;3.74 ;3.30 ;3.56 ;3.45 
2013-7-1;3.43 ;3.36 ;2.75 ;3.53 ;4.00 ;3.55 ;3.62 ;3.00 ;3.40 ;3.00 
2013-8-1;3.22 ;3.37 ;3.20 ;3.52 ;3.36 ;3.44 ;3.56 ;3.11 ;3.38 ;3.31 
2013-9-1;3.26 ;3.44 ;2.89 ;3.48 ;3.29 ;3.46 ;3.44 ;3.10 ;3.33 ;3.12 
2013-10-1;3.29 ;3.35 ;3.00 ;3.44 ;3.83 ;3.50 ;3.60 ;3.15 ;4.00 ;3.43 
2013-11-1;3.32 ;3.36 ;2.83 ;3.20 ;2.80 ;3.35 ;3.46 ;3.15 ;3.90 ;3.38 
2013-12-1;3.02 ;3.21 ;3.00 ;3.16 ;4.00 ;2.98 ;3.62 ;3.05 ;3.86 ;3.00 
